timestamp,tweet_text,username,all_hashtags,followers_count
2020-03-03 21:29:38,b'Michael #Bloomberg doesn\xe2\x80\x99t care if you get his germs.  #China #CaronaVirus #SARS #Flu #Wuhan #WuhanCaronaVirus #CaronaVirusOutbreak #ClimateCrisis #ClimateHoax #Health #Wellness #Virus \xf0\x9f\xa6\xa0\xf0\x9f\xa6\xa0\xf0\x9f\xa6\xa0\xf0\x9f\xa6\xa0\xf0\x9f\xa6\xa0\xf0\x9f\xa6\xa0\xf0\x9f\xa6\xa0\xf0\x9f\xa6\xa0 #\xe6\x9d\x8e\xe6\x96\x87\xe4\xba\xae  \xf0\x9f\x91\xbd\xf0\x9f\x91\xbd\xf0\x9f\x91\xbd\xf0\x9f\x91\xbd\xf0\x9f\x91\xbd\xf0\x9f\x91\xbd\xf0\x9f\x91\xbd\xf0\x9f\x91\xbd\xf0\x9f\x91\xbd\xf0\x9f\x91\xbd\xf0\x9f\x91\xbd \xf0\x9f\x91\x95\xf0\x9f\x91\x95\xf0\x9f\x91\x95\xf0\x9f\x91\x95\xf0\x9f\x91\x95\xf0\x9f\x91\x95\xf0\x9f\x91\x95\xf0\x9f\x91\x95\xf0\x9f\x91\x95\xf0\x9f\x91\x95\xf0\x9f\x91\x95 \xf0\x9f\x91\x96\xf0\x9f\x91\x96\xf0\x9f\x91\x96\xf0\x9f\x91\x96\xf0\x9f\x91\x96\xf0\x9f\x91\x96\xf0\x9f\x91\x96\xf0\x9f\x91\x96\xf0\x9f\x91\x96\xf0\x9f\x91\x96\xf0\x9f\x91\x96 https://t.co/oagxzsT1xc',b'CaptainHottub',"['Bloomberg', 'China', 'CaronaVirus', 'SARS', 'Flu', 'Wuhan', 'WuhanCaronaVirus', 'CaronaVirusOutbreak', 'ClimateCrisis', 'ClimateHoax', 'Health', 'Wellness', 'Virus', '李文亮']",6928
2020-03-03 21:29:21,"b""I'll do it for $150K/bennys. Lesson one, #Bloomberg this is you: https://t.co/TCICAfgumV https://t.co/x2kLUtBvAB""",b'DenierNyc',['Bloomberg'],896
2020-03-03 21:28:38,b'Good god! \xf0\x9f\x98\xb7 #coronavirus #Bloomberg https://t.co/K7deGyYWsH',b'Brian_Beatty',"['coronavirus', 'Bloomberg']",1092
2020-03-03 21:28:38,"b'@dcodrea Yep and #LindseyGraham #Bloomberg  #redflaw money man chair of senate judiciary,  put Gorsuch on the court too. #Trump had the idiot liberal at his #SouthCarolina rally . Grrrr Paddock was stockpiling long before as we all know.  MGM covered for him . #2AShallNotBeInfringed'",b'pamnsc',"['LindseyGraham', 'Bloomberg', 'redflaw', 'Trump', 'SouthCarolina', '2AShallNotBeInfringed']",504
2020-03-03 21:28:23,"b""#Biden - #Trump - #Bloomberg - #Bernie2020 - #PeteToBernie #PeteToWarren #KAG #MAGA2020  #kamalaHarris @SpeakerPelosi @AOC - #CreepyJoe - Can't keep his hands off of anyone. #Bernie throws eggs at #Black Protestors in 1963 and was arrested 4 it.  KKK, Slavery - Jim Crow - All D's https://t.co/tRDVwe1xai https://t.co/9HJzwPdNe5""",b'LetsMoveOnward',"['Biden', 'Trump', 'Bloomberg', 'Bernie2020', 'PeteToBernie', 'PeteToWarren', 'KAG', 'MAGA2020', 'kamalaHarris', 'CreepyJoe', 'Bernie', 'Black']",1405
2020-03-03 21:28:12,"b'#bloomberg, ""#Joe\'s Taking Votes Away From Me""! Nothing Like The #Privilege Of A #Multibillionaire!'",b'therealwombat1',"['bloomberg', 'Joe', 'Privilege', 'Multibillionaire']",7750
2020-03-03 21:26:21,"b'What #Bloomberg Did to Peaceful Protesters At the 2004 Republican National Convention, he presided over dubious arrests.  https://t.co/oozTu0eWhd'",b'BTLRadioNews',['Bloomberg'],1333
2020-03-03 21:25:30,"b'this tweet needs like 150 million more likes.. just, fyi  #vote #voteblue #govote #votebluenomatterwho #november #election #eligiblevoters #warren #biden #sanders #bloomberg #electionday #democratic #democraticprimary #supertuesday #californiaprimary #caprimary #lavotes #vote2020 https://t.co/JtdVL6wQJH'",b'runawaykat',"['vote', 'voteblue', 'govote', 'votebluenomatterwho', 'november', 'election', 'eligiblevoters', 'warren', 'biden', 'sanders', 'bloomberg', 'electionday', 'democratic', 'democraticprimary', 'supertuesday', 'californiaprimary', 'caprimary', 'lavotes', 'vote2020']",360
2020-03-03 21:24:53,b'So glad to see someone else for #Bloomberg https://t.co/B8xzzFM4IB',b'travelgrad2003',['Bloomberg'],105
2020-03-03 21:21:35,"b""\xf0\x9f\x93\x89@FoxNews drops in the ratings as #Bloomberg Townhall airs  From 2.9M for Special Report.... FoxNews loses 500,000 viewers with the start of Bloomberg's townhall   https://t.co/I9C0mgK474 https://t.co/J5OptRIuAI""",b'CableNewsWatch',['Bloomberg'],2645
