timestamp,Username,Retweets,Text,Mentions,Hashtags
Thu Feb 20 15:59:59 +0000 2020,920742760943992832,0,Depressing,,
Thu Feb 20 15:59:59 +0000 2020,3318356398,0,Con man Don did not even write Mein Kampf!,,
Thu Feb 20 15:59:59 +0000 2020,260540412,0,,,
Thu Feb 20 15:59:59 +0000 2020,28104323,0,Awesome! Congratulations!! You’ve been Q’d!,,
Thu Feb 20 15:59:59 +0000 2020,2209983661,0,Build dams Link rivers Schools Hospitals who has stopped Don't tell me now it's slow down in cricket matches? One of the richest sports body @BCCI @MumbaiCricAssoc @PMOIndia @realDonaldTrump did not paid 73 cr to banks #Lootedpublicbanks why?https://punemirror.indiatimes.com/pune/cover%20story/maharashtra-banks-threaten-to-attach-mca-stadium/articleshow/66481816.cms …,@BCCI @MumbaiCricAssoc @PMOIndia @realDonaldTrump,#Lootedpublicbanks
Thu Feb 20 15:59:59 +0000 2020,20681995,0,Curious which part of this quote would GOd like the best?pic.twitter.com/RK3F8srglB,,
Thu Feb 20 15:59:58 +0000 2020,33706695,0,No you didn’t win every debate.,,
Thu Feb 20 15:59:58 +0000 2020,2476855441,0,"If you did not talk smack about your betters, would you have anything to say?",,
Thu Feb 20 15:59:58 +0000 2020,27032599,0,I think it was Personal Assistant to city council.,,
Thu Feb 20 15:59:58 +0000 2020,980569445985935368,2,pic.twitter.com/gBQjWUET6r,,
Thu Feb 20 15:59:58 +0000 2020,2358707834,0,Twitter is definitely messing with your following. I followed the other day based on your message. Just checked based on this message and it had me not following you! Keep up your good work Anthony!,,
Thu Feb 20 15:59:58 +0000 2020,1083707835379257344,0,Thank you. Greetings from Germany / Stuttgartpic.twitter.com/u7nMdS7b8s,,
Thu Feb 20 15:59:58 +0000 2020,64417485,0,Wasn't in the greeting clutch either.,,
Thu Feb 20 15:59:58 +0000 2020,49577208,0,"Hmmm, that's rather ironic because it was the Democrats who literally removed GOD from their official platform and went through a farcical sham vote to add Him back in when people noticed.",,
Thu Feb 20 15:59:58 +0000 2020,1220162166164160513,0,NOBODY LOVES YOU...NOT EVEN BARRON !!,,
Thu Feb 20 15:59:57 +0000 2020,221636041,0,"Looks like another typical rally. YUGE, The best is yet to come. Love our President and First Lady",,
Thu Feb 20 15:59:57 +0000 2020,87715992,0,Sure Matt! #trumpdrunkMoron,,#trumpdrunkMoron
Thu Feb 20 15:59:57 +0000 2020,941046448535363585,3,Can never reach too high... Amirite @realDonaldTrump and @DonaldJTrumpJr ??? http://Sensationalfilm.com https://twitter.com/elrideprods/status/1230642153463910400 …,@realDonaldTrump @DonaldJTrumpJr,
Thu Feb 20 15:59:57 +0000 2020,932667327740555265,0,Will he be giving the address at the prison he will be going to?,,
Thu Feb 20 15:59:57 +0000 2020,730589116929282048,0,You’re a one trick pony huh,,
Thu Feb 20 15:59:57 +0000 2020,838613995305103360,0,Facts matterpic.twitter.com/IHZxm9g62J,,
Thu Feb 20 15:59:57 +0000 2020,3951159862,0,Here's a fact just for you. It was illegal for you to unmask hundreds of American citizens to spy on them.,,
Thu Feb 20 15:59:57 +0000 2020,1154757257608990720,0,"Ah yes oblama, Thank PRESIDENT Trump for fighting corruption and helping Ukraine defend themselves. oblama Swamp corrupticrats only gave them blankets to cover their dead.",,
Thu Feb 20 15:59:56 +0000 2020,1177255671592628231,0,pic.twitter.com/EQOTOXcEiE,,
Thu Feb 20 15:59:56 +0000 2020,996535092406374402,0,"Honestly, don't know why he likes you.",,
Thu Feb 20 15:59:56 +0000 2020,41478132,0,"Oh look, Trump's pet @LindseyGrahamSC is working hard for some pats on the head Who's a good little doggy? That's right, you are!",@LindseyGrahamSC,
Thu Feb 20 15:59:56 +0000 2020,523939259,0,Go back with him!,,
Thu Feb 20 15:59:56 +0000 2020,357335040,0,"Kevin, please stop embarassing yourself for this creep. You're so right. No other president has worked less than @realDonaldTrump. He put the vacate in vacation as in leaves the WH every chance he can.",@realDonaldTrump,
Thu Feb 20 15:59:56 +0000 2020,17227586,0,Who do you think you are ? OH and you are boring as hell.,,
Thu Feb 20 15:59:56 +0000 2020,48199107,0,Totally psychotic rant.,,
Thu Feb 20 15:59:56 +0000 2020,365053601,0,"You lost every debate in the Republican primaries and Hillary was right, you’re Putin’s puppet.https://www.nytimes.com/2020/02/20/us/politics/russian-interference-trump-democrats.html?smtyp=cur&smid=tw-nytimes …",,
Thu Feb 20 15:59:56 +0000 2020,1125586963703259136,0,@realDonaldTrump https://twitter.com/DrDenaGrayson/status/1230556202779602947 …pic.twitter.com/x4VFt4OXFv,@realDonaldTrump,
Thu Feb 20 15:59:56 +0000 2020,41199601,1,"Oh, it is bad.. he never really recovered after Ramtha. A lot of the people in the movement will not even talk to them. Caught them buying youtube subs as well. I am sure Q is pissed that Matrixxx was bought out by NXIVM's sister cult.pic.twitter.com/I9GlGQT0io",,
Thu Feb 20 15:59:56 +0000 2020,1135310445752004610,0,"Dios seguro que si, pero tu sicólogo.....esta al corriente?",,
Thu Feb 20 15:59:56 +0000 2020,2687355278,0,#cofefe,,#cofefe
Thu Feb 20 15:59:55 +0000 2020,831354248,0,What in the Sam Hill has Lindsey Graham done for you but disappoint?,,
Thu Feb 20 15:59:55 +0000 2020,701437725996670977,0,pic.twitter.com/p2jW0yW7dz,,
Thu Feb 20 15:59:55 +0000 2020,964606082483068928,0,There's only a certain amount of billionaires in the world. They're Outliers. There is a reason for that.,,
