,timestamp,Username,Retweets,Text,Mentions,Hashtags,Cleaned Tweets
22,Thu Feb 20 15:59:07 +0000 2020,789661873167794176,0,Remember when the guy that won’t even endorse you ( but does Bloomburg) said that? Wasn’t that great? NOT!,,,"['Remember', 'guy', 'won’t', 'even', 'endorse', 'Bloomburg', 'said', 'Wasn’t', 'great', 'NOT']"
23,Thu Feb 20 15:59:05 +0000 2020,972900044876722176,1,"FACT CHECKING #NRABernie’s POLICIES -Voted against Brady bill 5x’s - Voted against AR15 ban - Voted to protect gun manufacturers @JoeBiden@amyklobuchar, @PeteButtigieg, and even mini @MikeBloomberg need to WAKE THE F UP & BLAST #Feelthefraud BACK TO VT. #MSNBC #CNN @skidmore11",@JoeBiden @amyklobuchar @PeteButtigieg @MikeBloomberg @skidmore11,#NRABernie #Feelthefraud #MSNBC #CNN,"['FACT', 'CHECKING', '#NRABernie’s', 'POLICIES', 'Voted', 'Brady', 'bill', '5x’s', 'Voted', 'AR15', 'ban', 'Voted', 'protect', 'gun', 'manufacturers', '@JoeBiden@amyklobuchar', '@PeteButtigieg', 'even', 'mini', '@MikeBloomberg', 'need', 'WAKE', 'THE', 'F', 'UP', 'BLAST', '#Feelthefraud', 'BACK', 'TO', 'VT', '#MSNBC', '#CNN', '@skidmore11']"
24,Thu Feb 20 15:59:02 +0000 2020,928183320,0,#BidenAbrams2020,,#BidenAbrams2020,['#BidenAbrams2020']
25,Thu Feb 20 15:59:01 +0000 2020,262423361,0,The top two Democratic candidates are #BernieSanders and #ElizabethWarren. The top two Republican candidates are Michael Bloomberg and Joe Biden. #DemocraticDebate #Democrats,,#BernieSanders #ElizabethWarren #DemocraticDebate #Democrats,"['The', 'top', 'two', 'Democratic', 'candidates', '#BernieSanders', '#ElizabethWarren', 'The', 'top', 'two', 'Republican', 'candidates', 'Michael', 'Bloomberg', 'Joe', 'Biden', '#DemocraticDebate', '#Democrats']"
26,Thu Feb 20 15:58:59 +0000 2020,1046896700688723968,0,"Like baseball cards when I was a kid. Got 'em, got 'em…..",,,"['Like', 'baseball', 'cards', 'I', 'kid', 'Got', 'em', 'got', 'em…']"
27,Thu Feb 20 15:58:58 +0000 2020,218975278,1,This is significant,,,"['This', 'significant']"
28,Thu Feb 20 15:58:56 +0000 2020,1221637823301922818,0,"Me coming at you? You've been harassing me online, calling me a bot and viciously attacking me. I hope @ewarren @JoeBiden @PeteButtigieg @MikeBloomberg @amyklobuchar disavow these types of attacks from your supporters.",@ewarren @JoeBiden @PeteButtigieg @MikeBloomberg @amyklobuchar,,"['Me', 'coming', 'Youve', 'harassing', 'online', 'calling', 'bot', 'viciously', 'attacking', 'I', 'hope', '@ewarren', '@JoeBiden', '@PeteButtigieg', '@MikeBloomberg', '@amyklobuchar', 'disavow', 'types', 'attacks', 'supporters']"
29,Thu Feb 20 15:58:55 +0000 2020,901249827459170304,0,Sad part is that in this election no one cares about the issues facing America except for one thing...getting @realDonaldTrump out of office! @SenSanders @PeteButtigieg @SenWarren @JoeBiden @amyklobuchar @MikeBloomberg,@realDonaldTrump @SenSanders @PeteButtigieg @SenWarren @JoeBiden @amyklobuchar @MikeBloomberg,,"['Sad', 'part', 'election', 'one', 'cares', 'issues', 'facing', 'America', 'except', 'one', 'thinggetting', '@realDonaldTrump', 'office', '@SenSanders', '@PeteButtigieg', '@SenWarren', '@JoeBiden', '@amyklobuchar', '@MikeBloomberg']"
30,Thu Feb 20 15:58:47 +0000 2020,1205297362874310656,0,Wouldn’t be great if trump lost this election in a landslide to a woman! Or @JoeBiden rightfully elevated to his rightful place of President! Biden is our generation’s Jimmy Carter #VoteBlueNoMatterWho,@JoeBiden,#VoteBlueNoMatterWho,"['Wouldn’t', 'great', 'trump', 'lost', 'election', 'landslide', 'woman', 'Or', '@JoeBiden', 'rightfully', 'elevated', 'rightful', 'place', 'President', 'Biden', 'generation’s', 'Jimmy', 'Carter', '#VoteBlueNoMatterWho']"
31,Thu Feb 20 15:58:47 +0000 2020,880562764040863744,0,"@ewarren @amyklobuchar @PeteButtigieg @JoeBiden @BernieSanders @MikeBloomberg Ok u guys,u had a chance last night to talk about the Republican Senate acquitting trump, McConnell and his obstruction of every bill Dem House have passed, children in cages, chose to fight like",@ewarren @amyklobuchar @PeteButtigieg @JoeBiden @BernieSanders @MikeBloomberg,,"['@ewarren', '@amyklobuchar', '@PeteButtigieg', '@JoeBiden', '@BernieSanders', '@MikeBloomberg', 'Ok', 'u', 'guysu', 'chance', 'last', 'night', 'talk', 'Republican', 'Senate', 'acquitting', 'trump', 'McConnell', 'obstruction', 'every', 'bill', 'Dem', 'House', 'passed', 'children', 'cages', 'chose', 'fight', 'like']"
